Title	Url	DatasetType	Agency	AgencyContact	AgencyContactEmail	AgencyContactPhone	Description	Format	UpdateFrequency	Cost	CostInformation	SubmissionSource	Licence	LicenceURL	Date listed	Date last updated	DatasetLastUpdated	DatasetCreation	Guid
Small craft facility points (Hydro, 1:4k - 1:22k)	https://data.linz.govt.nz/layer/746-small-craft-facility-points-hydro-14k-122k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A place at which a service generally of interest to small craft or pleasure boats is available.<br /></p><p>S-57 Object Class: Small craft facility<br /></p><p>S-57 Acronym: SMCFAC<br /></p><p>This data was compiled for the use in the scale range 1:4,000 to 1:22,000.<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT BE USED FOR NAVIGATION.<br /></p><p>This data is based on the S-57 data format used in Electronic Navigational Charts (ENCs) published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ). Refer to the following link for information about S-57 data: <a href="http://www.linz.govt.nz/hydro/regulation/">www.linz.govt.nz/hydro/regulation/</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2011-08-02 17:19:39		2015-05-20 10:29:04	2012-02-25 00:45:37	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:746
Small craft facility points (Hydro, 1:90k - 1:350k)	https://data.linz.govt.nz/layer/1784-small-craft-facility-points-hydro-190k-1350k/	dataset	Land Information New Zealand	Land Information New Zealand	customersupport@linz.govt.nz		<p>A place at which a service generally of interest to small craft or pleasure boats is available.<br /></p><p>S-57 Object Class: Small craft facility<br /></p><p>S-57 Acronym: SMCFAC<br /></p><p>This data was compiled for the use in the scale range 1:90,000 to 1:350,000.<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT BE USED FOR NAVIGATION.<br /></p><p>This data is based on the S-57 data format used in Electronic Navigational Charts (ENCs) published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ). Refer to the following link for information about S-57 data: <a href="http://www.linz.govt.nz/hydro/regulation/">www.linz.govt.nz/hydro/regulation/</a></p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Creative Commons Attribution 3.0 New Zealand licence		2014-03-17 13:56:44		2015-05-19 15:07:37	2013-12-23 15:41:07	tag:data.linz.govt.nz,2010-07:feed:data.govt.nz:layer:1784
Social Housing Register	http://www.housing.msd.govt.nz/information-for-housing-providers/register/index.html	dataset	Ministry of Social Development	Ministry of Social Development	info@msd.govt.nz	64 4 916 3300	Displays the number of eligible applicants for social housing properties or transfers between social housing properties at a given point in time.	Spreadsheet,HTML	Quarterly	No		Manual	Creative Commons Attribution 3.0 New Zealand licence		2015-08-11 15:57:53	2015-12-08 00:00:00	2015-07-17 00:00:00	2014-07-01 00:00:00	
Social Workers Registration Board Chief Executive Expenses	http://www.swrb.govt.nz/news-and-publications/publications	dataset	Social Workers Registration Board	Sean McKinley	office@swrb.govt.nz	(04) 931 2650	Chief Executive expenses for the periods:<ul><li>1 July - 31 December 2010</li><li>1 January - 30 June 2011</li><li>1 July - 31 December 2011</li><li>1 January - 30 June 2012</li><li>1 July - 31 December 2012</li><li>1 January - 30 June 2013</li><li>1 July 2013 - 30 June 2014</li><li>1 July 2014 - 30 June 2015</li></ul><br> This information is provided in response to the State Services Commissioner's introduction of a disclosure regime for chief executive expenses, gifts and hospitality.	PDF	Annually	No		Manual	Creative Commons Attribution 3.0 New Zealand licence		2011-02-07 10:28:06	2014-07-18 00:00:00	2015-07-17 00:00:00		
Social cost of accidents (road, rail, maritime, aviation)	http://www.transport.govt.nz/ourwork/tmif/safetyandsecurity/ss009/	dataset	Ministry of Transport		transport.indicators@transport.govt.nz		The social cost of accidents by transport mode	CSV,HTML	Annually	No		Manual	Other licensing (check with source agency)		2014-03-24 16:39:26	2014-03-24 00:00:00	2014-03-24 00:00:00		http://www.transport.govt.nz/ourwork/tmif/safetyandsecurity/ss009/
Social cost of aviation accidents per seat hour	http://www.transport.govt.nz/ourwork/tmif/safetyandsecurity/ss022/	dataset	Ministry of Transport		transport.indicators@transport.govt.nz		The social cost of aviation accidents per seat hour flown	CSV,HTML	Annually	No		Manual	Other licensing (check with source agency)		2014-03-24 16:40:34	2014-03-24 00:00:00	2014-03-24 00:00:00		http://www.transport.govt.nz/ourwork/tmif/safetyandsecurity/ss022/
Social services contract mapping	http://www.contractmapping.govt.nz/	dataset	Ministry of Social Development				Contract mapping gives you easy access to information about the social services that the government funds in your community. Find information on the contracts between the Ministry of Social Development and social sector service organisations. You’ll see where the money goes - who gets it and for what, how much they get and where you can find them.	HTML	Monthly	No		Manual	Other licensing (check with source agency)		2010-12-16 08:47:40	2015-12-08 00:00:00	2015-08-01 00:00:00		
Soil Map of Coromandel	https://lris.scinfo.org.nz/layer/159-soil-map-of-coromandel/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of the coromandel. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:31	2011-10-13 14:22:31	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:159
Soil Map of Franklin County	https://lris.scinfo.org.nz/layer/141-soil-map-of-franklin-county/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Franklin County mapped at 1:63 360. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Licence in preparation	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:25	2011-10-13 14:22:25	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:141
Soil Map of Hamilton City	https://lris.scinfo.org.nz/layer/119-soil-map-of-hamilton-city/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Hamilton City mapped at 1:20 000. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:07	2011-10-13 14:22:07	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:119
Soil Map of Otaki District	https://lris.scinfo.org.nz/layer/172-soil-map-of-otaki-district/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Otaki District mapped at 1:15000. The attributes contain the soil series and the soil classification. No analytical properties of the soils are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:54		2011-10-13 14:22:35	2011-10-13 14:22:35	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:172
Soil Map of Palmerston North City and environs, New Zealand	https://lris.scinfo.org.nz/layer/156-soil-map-of-palmerston-north-city-and-environs-new-zealand/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Palmerston North City and environs  mapped at 1:15840. The attributes contain the soil series and the soil classification. No analytical properties of the soils are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:29	2011-10-13 14:22:29	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:156
Soil Map of Piako County	https://lris.scinfo.org.nz/layer/129-soil-map-of-piako-county/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Piako County mapped at 1:63 360. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:19	2011-10-13 14:22:19	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:129
Soil Map of Rangitikei County	https://lris.scinfo.org.nz/layer/161-soil-map-of-rangitikei-county/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Rangitikei County, mapped at 1:63360. Existing soil data by Cowie et al. (1967) were incorporated into this survey.<br />The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:32	2011-10-13 14:22:32	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:161
Soil Map of part Raglan County, South Auckland, New Zealand	https://lris.scinfo.org.nz/layer/153-soil-map-of-part-raglan-county-south-auckland-new-zealand/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of part Raglan County mapped at 1:63360. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:52		2011-10-13 14:22:28	2011-10-13 14:22:28	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:153
Soil Map of part of Wallace County	https://lris.scinfo.org.nz/layer/419-soil-map-of-part-of-wallace-county/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The soil inventory survey of Wallace County, Southland was mapped at 1:50,000 scale and covers approximately 700,000 hectares of a total of 965,600 hectares. Within 6 physiographic regions, soils have been separated by differences in morphology, drainage and parent materials into 132 soil mapping units. Soils have been correlated to South Island soil sets and classification of soils for land use are provided in the attribute table.<br /></p><p>This 1986 soil survey has been superceded in lowland areas by Topoclimate South (1998-2001) and S-map (2014) data.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2015-05-22 11:50:38		2015-04-07 16:31:23	2015-04-07 16:31:23	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:419
Soil Map of the King Country, North Island, New Zealand	https://lris.scinfo.org.nz/layer/139-soil-map-of-the-king-country-north-island-new-zealand/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of King Country mapped at 1:63360. The attributes contain the soil series and the soil classification. No analytical properties of the soils are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:24	2011-10-13 14:22:24	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:139
Soil Map of the Manawatu County, North Island, New Zealand	https://lris.scinfo.org.nz/layer/120-soil-map-of-the-manawatu-county-north-island-new-zealand/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of the Manawatu mapped at 1:63360. The attributes contain the soil series and the soil classification. No analytical properties of the soils are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:52		2011-10-13 14:22:07	2011-10-13 14:22:07	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:120
Soil Survey of Hauraki Plains County	https://lris.scinfo.org.nz/layer/142-soil-survey-of-hauraki-plains-county/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Hauraki Plains County mapped at 1:50000. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Licence in preparation	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:25	2011-10-13 14:22:25	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:142
Soil Survey of Ohinemuri County	https://lris.scinfo.org.nz/layer/154-soil-survey-of-ohinemuri-county/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Ohinemuri County mapped at 1:63360. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:28	2011-10-13 14:22:28	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:154
Soil Survey of Opotiki County	https://lris.scinfo.org.nz/layer/143-soil-survey-of-opotiki-county/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Opotiki District mapped at 1:15000. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Licence in preparation	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:26	2011-10-13 14:22:26	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:143
Soil Survey of Pukekohe Borough.	https://lris.scinfo.org.nz/layer/155-soil-survey-of-pukekohe-borough/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Pukekohe Borough mapped at 1:25000. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:29	2011-10-13 14:22:29	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:155
Soil Survey of Te Puke District	https://lris.scinfo.org.nz/layer/123-soil-survey-of-te-puke-district/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>The dataset contains polygons of soils of Te Puke District mapped at 1:15000. The attributes contain the soil series and the soil classification. No analytical properties of the soil are included.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Licence in preparation	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-13 14:22:08	2011-10-13 14:22:08	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:123
Soil map for the Upper Plains and Downs of Canterbury	https://lris.scinfo.org.nz/layer/157-soil-map-for-the-upper-plains-and-downs-of-canterbury/	dataset	Landcare Research	Landcare Research	lris_support@landcareresearch.co.nz		<p>This database describes the soils of the pastoral and cropping land of Canterbury, from the Kowhai River in the north to the Rangitata River in the south, but not including Banks Peninsula. The original survey was mapped as a reconnaissance soil survey at 2 miles to the inch. These original soil boundaries have been very substantially revised and recompiled onto 1:50,000 scale topographic base by T.H. Webb in the 1990s and again in the 2000s.</p>	csv,kml/shp,other geo,api	Other-Unknown	No		Feed	Landcare Data Use License	http://lris.scinfo.org.nz/license/landcare-data-use-licence-v1/	2011-07-27 13:10:53		2011-10-18 18:09:17	2011-10-18 18:09:17	tag:lris.scinfo.org.nz,2010-07:feed:data.govt.nz:layer:157
